RA,Nome Anonimizado,Idade,Gênero,Ano ingresso,Fase,Turma,Instituição de ensino,PEDRA_CLASSIFICACAO,INDE_2024_CLEAN,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Defasagem,Ativo/ Inativo,INDE 22,INDE 23,Pedra 22,Pedra 23,ANOS_NA_PM,RISCO_DEFASAGEM
RA-1466,Aluno-1466,12,Masculino,2024,2D,2D,Pública,Topázio,8.213723809600001,10.0,7.5,7.380952381,10.002,7.51,8.75,8.056666667,0,Cursando,,,,,0,0
RA-502,Aluno-502,10,Feminino,2021,2D,2D,Privada - Programa de Apadrinhamento,Topázio,8.5023309524,10.0,8.0,9.761904762,9.002,3.755,9.0625,8.84,0,Cursando,8.286620610229278,8.749075,Topázio,Topázio,3,0
RA-1467,Aluno-1467,12,Masculino,2024,2D,2D,Pública,Topázio,8.836711278200001,10.0,9.25,9.022556391,9.002,7.51,8.75,8.28,0,Cursando,,,,,0,0
RA-1468,Aluno-1468,12,Feminino,2024,2D,2D,Pública,Topázio,8.1281028822,10.0,7.0,8.972431078,8.502,7.51,8.4375,7.443333333,0,Cursando,,,,,0,0
RA-527,Aluno-527,11,Feminino,2022,2D,2D,Pública,Topázio,8.1403666666,10.0,6.0,10.0,9.002,7.51,8.125,7.383333333,0,Cursando,8.025002,7.5682,Ametista,Ametista,2,0
RA-1469,Aluno-1469,13,Masculino,2024,2D,2D,Pública,Ametista,7.459755555500001,5.0,4.75,9.4444444445,8.502,7.51,8.75,8.223333333,-1,Cursando,,,,,0,0
RA-1470,Aluno-1470,12,Feminino,2024,2G,2G,Pública,Quartzo,5.967421532000001,5.0,5.0,6.35610766,8.002,6.26,6.875,5.4125,-1,Cursando,,,,,0,0
RA-1471,Aluno-1471,13,Masculino,2024,2G,2G,Pública,Ametista,7.404455434800001,5.0,7.5,7.195652174,10.002,7.51,7.65625,7.2425,-1,Cursando,,,,,0,0
RA-710,Aluno-710,12,Masculino,2021,2G,2G,Pública,Ametista,7.0366241342,5.0,6.75,8.170995671,9.168,5.625,7.65625,6.5375,-1,Cursando,7.284936897435898,7.0582,Ametista,Ametista,3,0
RA-1472,Aluno-1472,11,Masculino,2022,2G,2G,Pública,Topázio,8.773575000000001,10.0,8.75,10.0,8.502,7.51,7.96875,8.1275,0,Cursando,,,,,2,0
RA-837,Aluno-837,10,Masculino,2022,2G,2G,Pública,Ametista,7.9648467391,10.0,6.75,9.782608695499999,7.502,6.885,7.03125,7.5825,0,Cursando,8.207451124949126,8.2712,Topázio,Topázio,2,0
RA-549,Aluno-549,12,Masculino,2021,2G,2G,Pública,Agata,6.5398187888,5.0,5.75,7.204968943999999,10.002,6.255,6.40625,5.9125,-1,Cursando,6.300611568922306,7.0297,Ágata,Ametista,3,0
RA-571,Aluno-571,13,Feminino,2021,2G,2G,Pública,Agata,6.2964554347999995,5.0,5.25,8.695652174,7.002,4.375,7.03125,5.8325,-1,Cursando,6.589433478260871,6.6097,Ágata,Agata,3,0
RA-731,Aluno-731,12,Feminino,2021,2G,2G,Pública,Quartzo,4.7704873377000006,5.0,2.5,4.188311688500001,9.502,4.375,5.78125,4.835,-1,Cursando,7.151334755991286,6.7742,Ametista,Agata,3,0
RA-706,Aluno-706,11,Feminino,2021,2G,2G,Pública,Quartzo,5.8701964286,10.0,3.25,7.1428571430000005,0.0,6.26,7.65625,7.0,0,Cursando,7.658744356725147,7.1527,Ametista,Ametista,3,0
RA-707,Aluno-707,12,Feminino,2021,2G,2G,Pública,Agata,6.4975618421000005,5.0,6.5,7.7236842105,7.917,4.375,6.40625,6.415,-1,Cursando,7.6787352768031205,6.518,Ametista,Agata,3,0
RA-1044,Aluno-1044,11,Feminino,2023,2G,2G,Pública,Ametista,7.966711904800001,10.0,7.0,9.523809524,7.502,7.51,7.1875,7.21,0,Cursando,,7.629533333,,Ametista,1,0
RA-1054,Aluno-1054,13,Masculino,2023,2G,2G,Pública,Agata,6.985788509300001,5.0,6.25,7.3291925465,9.502,7.51,7.1875,6.75,-1,Cursando,,7.459533333,,Ametista,1,0
RA-721,Aluno-721,10,Feminino,2021,2G,2G,Pública,Topázio,8.8986026915,10.0,8.25,9.544513457499999,9.002,8.135,8.75,8.755,0,Cursando,7.9732750774410786,8.683366667,Ametista,Topázio,3,0
RA-1473,Aluno-1473,13,Masculino,2024,2G,2G,Pública,Agata,6.689320600500001,5.0,5.25,8.4368530025,9.502,5.625,6.5625,6.415,-1,Cursando,,,,,0,0
RA-735,Aluno-735,12,Feminino,2021,2H,2H,Pública,Ametista,7.7888467391,5.0,8.0,9.782608695499999,8.002,6.255,7.65625,7.705,-1,Cursando,7.484878876543211,7.184,Ametista,Ametista,3,0
RA-712,Aluno-712,13,Masculino,2021,2H,2H,Pública,Agata,6.2236373706000006,5.0,6.75,5.983436853,7.502,5.625,6.5625,6.04,-1,Cursando,6.025962871794872,6.331533333,Ágata,Agata,3,0
RA-1103,Aluno-1103,11,Masculino,2023,2H,2H,Pública,Ametista,7.861995031000001,10.0,7.25,7.763975155000001,8.502,7.51,7.5,7.54,0,Cursando,,7.574866667,,Ametista,1,0
RA-570,Aluno-570,12,Feminino,2021,2H,2H,Pública,Agata,6.8133640787,5.0,6.75,8.0020703935,8.002,5.625,7.1875,6.4075,-1,Cursando,5.7221032270531405,6.781033333,Quartzo,Agata,3,0
RA-713,Aluno-713,11,Masculino,2021,2H,2H,Pública,Ametista,7.467500983400001,10.0,6.75,7.525879916999999,8.002,7.51,7.03125,6.79,0,Cursando,7.420353564102564,7.408033333,Ametista,Ametista,3,0
RA-714,Aluno-714,13,Masculino,2021,2H,2H,Pública,Quartzo,5.4653662008,5.0,4.0,6.873706004,0.0,6.255,7.65625,6.9975,-1,Cursando,6.953207128205129,6.078666667,Ágata,Agata,3,0
RA-737,Aluno-737,11,Feminino,2022,2H,2H,Pública,Topázio,8.4695488613,10.0,9.25,8.6542443065,8.502,6.885,7.5,8.0,0,Cursando,8.057507539961014,8.048033333,Ametista,Topázio,2,0
RA-1474,Aluno-1474,11,Feminino,2024,2H,2H,Pública,Ametista,7.384207505200001,10.0,7.5,7.960662526,8.002,5.625,6.71875,6.2875,0,Cursando,,,,,0,0
RA-1036,Aluno-1036,12,Feminino,2023,2H,2H,Pública,Topázio,8.2841303831,10.0,7.0,9.0890269155,10.002,7.51,7.65625,7.7475,0,Cursando,,6.970583333,,Agata,1,0
RA-576,Aluno-576,12,Feminino,2022,2H,2H,Pública,Topázio,8.93195,10.0,9.25,10.0,8.502,7.51,7.8125,8.4975,0,Cursando,7.590428480704481,7.984741667,Ametista,Ametista,2,0
RA-577,Aluno-577,12,Feminino,2022,2H,2H,Pública,Agata,6.629159109700001,5.0,8.0,5.7660455485,8.502,5.625,6.5625,6.535,-1,Cursando,7.861617939393939,7.219366667,Ametista,Ametista,2,0
RA-580,Aluno-580,12,Feminino,2021,2H,2H,Pública,Ametista,7.9281521222,5.0,9.25,8.871635610999999,9.002,7.51,7.03125,7.2475,-1,Cursando,7.5251831594202905,8.4712,Ametista,Topázio,3,0
RA-581,Aluno-581,12,Masculino,2021,2H,2H,Pública,Ametista,7.0833015528,5.0,8.75,8.198757764,7.418,5.625,6.5625,6.165,-1,Cursando,6.464252763285025,7.7167,Ágata,Ametista,3,0
RA-841,Aluno-841,12,Masculino,2022,2H,2H,Pública,Agata,6.035771224300001,5.0,3.25,6.3272311215000006,10.002,7.51,7.03125,5.83,-1,Cursando,7.3000233675213675,6.78,Ametista,Agata,2,0
RA-730,Aluno-730,11,Feminino,2021,2I,2I,Pública,Topázio,8.469255555700002,10.0,9.5,7.152777778,8.002,6.885,9.166666667,8.666666667,0,Cursando,7.901663220043574,7.979325,Ametista,Ametista,3,0
RA-855,Aluno-855,10,Feminino,2022,2I,2I,Pública,Topázio,8.578533333400001,10.0,8.5,10.0,9.002,7.51,7.5,7.386666667,0,Cursando,8.452910432147561,8.62995,Topázio,Topázio,2,0
RA-820,Aluno-820,11,Masculino,2022,2I,2I,Pública,Ametista,7.426572549100001,10.0,6.25,6.573529412,10.002,7.51,8.333333333,6.386666667,0,Cursando,7.4166680000000005,7.85605,Ametista,Ametista,2,0
RA-715,Aluno-715,11,Feminino,2022,2I,2I,Pública,Quartzo,5.3098253133,10.0,2.75,5.250626566499999,9.002,3.755,5.0,4.67,0,Cursando,6.655769897435897,5.8915,Ágata,Quartzo,2,0
RA-1038,Aluno-1038,11,Feminino,2023,2I,2I,Pública,Ametista,7.9646385965,10.0,8.5,7.5438596495,8.002,7.51,7.5,7.273333333,0,Cursando,,7.736825,,Ametista,1,0
RA-1475,Aluno-1475,10,Feminino,2024,2I,2I,Pública,Ametista,7.413901754400001,10.0,5.0,8.070175439,9.002,7.51,7.5,6.993333333,0,Cursando,,,,,0,0
RA-1039,Aluno-1039,13,Masculino,2023,2I,2I,Pública,Ametista,7.549644444400001,5.0,7.25,9.722222222,8.002,7.51,7.5,6.77,-1,Cursando,,7.686033333,,Ametista,1,0
RA-745,Aluno-745,11,Masculino,2021,2I,2I,Privada - Programa de Apadrinhamento,Topázio,8.6102,10.0,8.5,10.0,9.002,6.26,7.5,8.17,0,Cursando,7.382144857142857,7.668366667,Ametista,Ametista,3,0
RA-718,Aluno-718,10,Feminino,2022,2I,2I,Pública,Topázio,8.705811111100001,10.0,9.5,9.5138888885,10.002,5.635,7.5,7.946666667,1,Cursando,8.09268585185185,8.166866667,Topázio,Topázio,2,1
RA-1040,Aluno-1040,12,Masculino,2023,2I,2I,Pública,Ametista,7.764199999900001,5.0,8.25,8.5416666665,9.502,7.51,7.5,7.273333333,-1,Cursando,,7.81545,,Ametista,1,0
RA-746,Aluno-746,10,Masculino,2022,2I,2I,Pública,Ametista,7.903311111100001,10.0,8.0,7.4305555555,8.502,7.51,7.5,7.33,0,Cursando,7.655751153996102,6.517166667,Ametista,Agata,2,0
RA-1069,Aluno-1069,12,Masculino,2023,2K,2K,Pública,Ametista,7.678917391300001,10.0,6.25,7.0760869565,9.002,7.51,8.125,7.75,0,Cursando,,7.590033333,,Ametista,1,0
RA-1476,Aluno-1476,11,Feminino,2024,2K,2K,Pública,Topázio,8.80795,10.0,8.5,10.0,9.502,5.635,8.4375,8.7525,0,Cursando,,,,,0,0
RA-827,Aluno-827,12,Feminino,2022,2K,2K,Pública,Topázio,8.2483467391,10.0,7.25,9.782608695499999,10.002,5.01,7.65625,7.875,0,Cursando,7.412495022283378,7.419925,Ametista,Ametista,2,0
RA-1477,Aluno-1477,11,Masculino,2024,2K,2K,Pública,Ametista,7.0514989130000005,10.0,5.0,8.010869565,8.002,7.51,6.40625,6.2875,0,Cursando,,,,,0,0
RA-762,Aluno-762,14,Masculino,2022,2K,2K,Pública,Quartzo,5.9677326087,5.0,3.75,6.4239130435,10.002,6.26,6.5625,5.7525,-2,Cursando,7.28025826984127,7.09945,Ametista,Ametista,2,0
RA-778,Aluno-778,11,Feminino,2021,2K,2K,Pública,Topázio,8.0754139589,10.0,7.0,8.1235697945,10.002,7.51,7.5,7.7475,0,Cursando,7.431939372281467,7.926825,Ametista,Ametista,3,0
RA-591,Aluno-591,13,Masculino,2021,2K,2K,Pública,Agata,6.8360336957,5.0,7.5,7.913043478500001,7.418,6.255,5.78125,6.54,-1,Cursando,7.507451717171717,7.1472,Ametista,Ametista,3,0
RA-1478,Aluno-1478,11,Masculino,2024,2K,2K,Pública,Agata,6.7210333334,10.0,4.25,6.666666667,8.002,6.255,6.875,7.1225,0,Cursando,,,,,0,0
RA-829,Aluno-829,10,Feminino,2022,2K,2K,Privada - Programa de Apadrinhamento,Topázio,9.171825000000002,10.0,8.0,9.75,9.502,9.38,8.90625,9.215,1,Cursando,8.00281439031339,8.532075,Ametista,Topázio,2,1
RA-1479,Aluno-1479,12,Masculino,2024,2K,2K,Pública,Agata,6.615766239300001,10.0,4.25,6.1965811965,8.502,7.51,7.1875,6.0325,0,Cursando,,,,,0,0
RA-1480,Aluno-1480,12,Masculino,2024,2K,2K,Pública,Ametista,7.09445,5.0,5.5,8.875,8.502,7.51,7.1875,6.9975,-1,Cursando,,,,,0,0
RA-438,Aluno-438,12,Masculino,2022,2K,2K,Pública,Ametista,7.930283695700001,5.0,8.25,8.6630434785,9.168,7.51,7.96875,7.915,-1,Cursando,7.763511656565657,6.9883,Ametista,Agata,2,0
RA-607,Aluno-607,12,Masculino,2022,2K,2K,Pública,Ametista,7.6486021739000005,10.0,7.0,7.4782608695,8.502,7.51,7.1875,7.165,0,Cursando,6.440323564297217,7.333075,Ágata,Ametista,2,0
RA-1481,Aluno-1481,12,Feminino,2024,2K,2K,Pública,Agata,6.860721739100001,5.0,4.75,8.782608695499999,8.502,7.51,6.875,6.8275,-1,Cursando,,,,,0,0
RA-1482,Aluno-1482,14,Masculino,2024,2K,2K,Pública,Quartzo,5.2257,5.0,0.0,5.0,8.502,7.51,7.5,6.8725,-1,Cursando,,,,,0,0
RA-1483,Aluno-1483,11,Masculino,2024,2K,2K,Pública,Ametista,7.311433695700001,10.0,6.5,7.913043478500001,9.502,7.51,5.78125,5.7475,0,Cursando,,,,,0,0
RA-1484,Aluno-1484,14,Feminino,2024,2L,2L,Pública,Ametista,7.754200000000001,5.0,7.0,10.0,9.002,6.26,7.5,7.89,-1,Cursando,,,,,0,0
RA-1485,Aluno-1485,13,Masculino,2024,2L,2L,Pública,Agata,6.7386875776999995,5.0,5.0,7.7432712215,9.002,5.625,7.5,7.386666667,-1,Cursando,,,,,0,0
RA-1486,Aluno-1486,11,Masculino,2024,2L,2L,Pública,Agata,6.865474509900001,10.0,5.75,5.431372549,8.002,6.26,7.916666667,7.056666667,0,Cursando,,,,,0,0
RA-597,Aluno-597,11,Masculino,2022,2L,2L,Pública,Ametista,7.843291097300001,10.0,6.0,9.3271221535,9.002,7.51,7.5,6.883333333,0,Cursando,8.265278666666667,8.49045,Topázio,Topázio,2,0
RA-624,Aluno-624,12,Masculino,2022,2L,2L,Pública,Ametista,7.229425672900001,10.0,4.0,8.219461698,8.002,7.51,7.916666667,7.213333333,0,Cursando,7.424538592592594,8.270825,Ametista,Topázio,2,0
RA-1487,Aluno-1487,13,Feminino,2024,2L,2L,Pública,Topázio,8.0267434782,5.0,8.25,9.5652173915,10.002,6.26,7.708333333,7.833333333,-1,Cursando,,,,,0,0
RA-1488,Aluno-1488,11,Feminino,2024,2L,2L,Pública,Agata,6.7668935818000016,10.0,3.5,7.111801242,8.002,7.51,7.5,6.716666667,0,Cursando,,,,,0,0
RA-1489,Aluno-1489,12,Masculino,2024,2L,2L,Pública,Quartzo,5.9842289855000015,5.0,5.0,5.793478261000001,9.002,6.26,6.666666667,5.663333333,-1,Cursando,,,,,0,0
RA-600,Aluno-600,11,Feminino,2021,2L,2L,Pública,Ametista,7.847373913,10.0,7.5,8.010869565,8.002,7.51,7.5,7.22,0,Cursando,7.011141486631016,7.651658333,Ágata,Ametista,3,0
RA-663,Aluno-663,12,Masculino,2022,2L,2L,Pública,Agata,6.696419461700001,5.0,6.5,7.0910973085,8.502,5.625,6.875,6.89,-1,Cursando,6.3760686733500425,6.969133333,Ágata,Agata,2,0
RA-1490,Aluno-1490,12,Feminino,2024,2L,2L,Privada,Ametista,7.3725768116,5.0,7.75,9.5652173915,8.502,6.26,6.666666667,6.333333333,-1,Cursando,,,,,0,0
RA-1491,Aluno-1491,12,Masculino,2024,2L,2L,Pública,Ametista,7.5072,10.0,6.5,6.25,9.002,7.51,7.5,7.78,0,Cursando,,,,,0,0
RA-1066,Aluno-1066,11,Feminino,2023,2L,2L,Pública,Ametista,7.9326223603,10.0,7.25,8.3954451345,9.502,6.26,7.5,7.386666667,0,Cursando,,7.262616667,,Ametista,1,0
RA-630,Aluno-630,11,Masculino,2022,2L,2L,Pública,Agata,6.879985507300001,10.0,5.75,8.4782608695,0.0,7.51,7.5,7.666666667,0,Cursando,8.063890666666667,7.199991667,Topázio,Ametista,2,0
RA-1492,Aluno-1492,9,Masculino,2024,2L,2L,Pública,Topázio,8.479020512900002,10.0,8.0,8.8141025645,8.002,7.51,8.75,8.45,1,Cursando,,,,,0,1
RA-834,Aluno-834,11,Masculino,2022,2L,2L,Pública,Topázio,8.513646169700001,10.0,8.75,9.109730849,8.002,6.26,7.708333333,8.723333333,0,Cursando,8.135537771280053,8.662616667,Topázio,Topázio,2,0
RA-784,Aluno-784,11,Feminino,2022,2M,2M,Privada - Programa de Apadrinhamento,Topázio,8.8857454545,10.0,8.75,9.7727272725,8.002,5.635,9.375,9.4,0,Cursando,8.339586333333333,8.171366667,Topázio,Topázio,2,0
RA-1059,Aluno-1059,11,Masculino,2023,2M,2M,Pública,Topázio,8.678450000000002,10.0,7.5,10.0,8.002,6.26,9.0625,9.23,0,Cursando,,7.763741667,,Ametista,1,0
RA-612,Aluno-612,12,Feminino,2021,2M,2M,Privada - Programa de Apadrinhamento,Topázio,9.134040909100001,10.0,9.75,9.5454545455,8.002,6.26,9.6875,9.4,0,Cursando,7.593564610229277,8.410783333,Ametista,Topázio,3,0
RA-1060,Aluno-1060,12,Masculino,2023,2M,2M,Pública,Agata,6.448416666600001,10.0,3.25,6.0,9.585,6.26,7.8125,6.163333333,0,Cursando,,7.095741667,,Ametista,1,0
RA-761,Aluno-761,11,Masculino,2022,2M,2M,Pública,Topázio,8.174593939300001,10.0,7.25,8.8636363635,8.502,6.26,8.75,8.003333333,0,Cursando,8.059871909502263,8.219533333,Topázio,Topázio,2,0
RA-1493,Aluno-1493,12,Masculino,2024,2M,2M,Pública,Agata,6.378661323900001,5.0,4.0,7.8468899525,8.502,7.51,7.1875,5.946666667,-1,Cursando,,,,,0,0
RA-665,Aluno-665,12,Feminino,2022,2M,2M,Pública,Quartzo,5.698703030200001,5.0,4.75,5.068181818,8.334,5.63,7.5,5.443333333,-1,Cursando,6.9960036835016846,6.185658333,Ágata,Agata,2,0
RA-1115,Aluno-1115,12,Feminino,2023,2M,2M,Pública,Agata,6.570068686900001,10.0,6.25,4.2676767675,8.002,7.51,7.5,5.826666667,0,Cursando,,6.474,,Agata,1,0
RA-1061,Aluno-1061,11,Masculino,2023,2M,2M,Pública,Topázio,8.76595,10.0,8.5,10.0,8.502,6.26,8.4375,8.73,0,Cursando,,8.196533333,,Topázio,1,0
RA-1494,Aluno-1494,11,Feminino,2024,2M,2M,Pública,Quartzo,5.8748823529,10.0,4.25,6.7794117645,0.0,7.51,7.5,5.84,0,Cursando,,,,,0,0
RA-1495,Aluno-1495,11,Feminino,2021,2M,2M,Pública,Topázio,8.4845030302,10.0,8.25,8.318181818,9.002,7.51,8.75,8.223333333,0,Cursando,,,,,3,0
RA-606,Aluno-606,11,Masculino,2022,2M,2M,Pública,Agata,6.645260606100001,10.0,3.25,7.6136363634999995,8.502,6.885,8.125,5.606666667,0,Cursando,6.126856186741364,7.402491667,Ágata,Ametista,2,0
RA-594,Aluno-594,12,Masculino,2022,2M,2M,Pública,Agata,6.890966666600001,10.0,7.0,5.75,6.918,6.26,8.125,6.053333333,0,Cursando,7.392173272727273,6.702033333,Ametista,Agata,2,0
RA-1496,Aluno-1496,12,Feminino,2024,2M,2M,Pública,Agata,6.7799738095,10.0,4.25,5.714285714500001,9.002,7.51,7.8125,6.773333333,0,Cursando,,,,,0,0
RA-1497,Aluno-1497,12,Feminino,2024,2M,2M,Pública,Quartzo,5.2423787879,10.0,2.0,5.0227272725,0.0,7.51,6.875,6.996666667,0,Cursando,,,,,0,0
RA-1498,Aluno-1498,13,Feminino,2024,2M,2M,Pública,Ametista,7.147881818200001,5.0,7.0,7.840909091,8.502,7.51,8.125,6.33,-1,Cursando,,,,,0,0
RA-1499,Aluno-1499,12,Feminino,2024,2N,2N,Pública,Ametista,7.914800000000001,10.0,6.5,9.25,8.418,6.885,8.125,7.11,0,Cursando,,,,,0,0
RA-788,Aluno-788,10,Masculino,2021,2N,2N,Privada - Programa de Apadrinhamento,Ametista,7.9221068268,10.0,5.75,9.519450801,8.418,6.26,8.4375,7.783333333,0,Cursando,8.264312621417798,7.806091667,Topázio,Ametista,3,0
RA-1500,Aluno-1500,11,Masculino,2024,2N,2N,Pública,Ametista,7.360450000100002,10.0,3.5,8.3333333335,9.502,6.885,8.4375,7.556666667,0,Cursando,,,,,0,0
RA-777,Aluno-777,10,Feminino,2022,2N,2N,Pública,Ametista,7.563515408100001,10.0,4.5,8.7757437075,8.002,7.51,8.125,7.723333333,0,Cursando,7.096346507013722,7.468125,Ametista,Ametista,2,0
RA-1063,Aluno-1063,12,Masculino,2023,2N,2N,Pública,Ametista,7.279250000000001,5.0,7.75,9.75,5.25,7.51,7.8125,6.11,-1,Cursando,,7.490825,,Ametista,1,0
RA-664,Aluno-664,12,Feminino,2022,2N,2N,Pública,Ametista,7.5017244089,10.0,5.75,6.7734553775,9.002,7.51,8.125,7.666666667,0,Cursando,7.276853518518519,8.0872,Ametista,Topázio,2,0
RA-1501,Aluno-1501,11,Feminino,2024,2N,2N,Pública,Topázio,8.04495,10.0,5.0,10.0,9.502,7.51,8.4375,7.5,0,Cursando,,,,,0,0
RA-764,Aluno-764,10,Masculino,2022,2N,2N,Privada,Ametista,7.838370289900001,10.0,6.0,7.8804347825,8.002,7.51,8.4375,8.336666667,0,Cursando,8.004340111446288,7.682125,Ametista,Ametista,2,0
RA-1064,Aluno-1064,11,Masculino,2023,2N,2N,Pública,Topázio,8.9802350877,10.0,8.5,9.7368421055,9.502,7.51,8.75,8.783333333,0,Cursando,,8.4777,,Topázio,1,0
RA-1065,Aluno-1065,11,Feminino,2023,2N,2N,Pública,Topázio,8.8634934783,10.0,9.25,8.8152173915,9.502,6.26,9.0625,8.84,0,Cursando,,8.03395,,Topázio,1,0
RA-1502,Aluno-1502,12,Feminino,2024,2N,2N,Pública,Agata,6.886091025600001,5.0,5.25,7.628205128,8.002,7.51,7.8125,7.39,-1,Cursando,,,,,0,0
RA-781,Aluno-781,11,Feminino,2021,2N,2N,Pública,Topázio,8.496283333400001,10.0,7.25,9.75,8.002,7.51,8.4375,8.506666667,0,Cursando,7.785693147804151,8.209283333,Ametista,Topázio,3,0
RA-608,Aluno-608,11,Masculino,2022,2N,2N,Pública,Quartzo,5.778986231800001,10.0,4.25,3.054347826,9.002,6.885,7.1875,5.053333333,0,Cursando,7.216203925925925,7.401741667,Ametista,Ametista,2,0
RA-796,Aluno-796,12,Feminino,2022,2P,2P,Pública,Ametista,7.052457703200001,5.0,5.25,8.2212885155,8.502,7.51,7.916666667,7.326666667,-1,Cursando,7.232068817813765,7.462866667,Ametista,Ametista,2,0
RA-797,Aluno-797,12,Masculino,2021,2P,2P,Pública,Agata,6.597315151500001,5.0,7.25,4.840909091,9.168,7.51,6.666666667,6.723333333,-1,Cursando,7.216575886639676,7.373033333,Ametista,Ametista,3,0
RA-636,Aluno-636,12,Masculino,2022,2P,2P,Pública,Agata,6.3802279106,10.0,5.25,4.9043062200000005,8.002,7.51,6.875,5.553333333,0,Cursando,7.189287269841271,6.836666667,Ametista,Agata,2,0
RA-1140,Aluno-1140,12,Feminino,2023,2P,2P,Pública,Ametista,7.3473880383,10.0,7.0,6.112440191499999,6.834,7.51,8.125,7.39,0,Cursando,,7.703533333,,Ametista,1,0
RA-1503,Aluno-1503,13,Feminino,2024,2P,2P,Pública,Agata,6.991699999900001,5.0,2.75,10.0,7.502,7.51,8.958333333,7.723333333,-1,Cursando,,,,,0,0
RA-814,Aluno-814,11,Masculino,2022,2P,2P,Pública,Ametista,7.971648484800001,10.0,7.5,9.090909091,7.418,7.51,7.5,7.053333333,0,Cursando,7.592405198653199,8.367866667,Ametista,Topázio,2,0
RA-637,Aluno-637,12,Feminino,2021,2P,2P,Pública,Ametista,7.6853212122,10.0,7.75,6.2272727275,7.502,7.51,8.333333333,7.776666667,0,Cursando,7.0386924761904766,8.109533333,Ametista,Topázio,3,0
RA-652,Aluno-652,11,Feminino,2022,2P,2P,Pública,Ametista,7.361896969700001,10.0,5.5,6.931818182000001,8.002,7.51,7.916666667,7.663333333,0,Cursando,8.150927925925927,7.871033333,Topázio,Ametista,2,0
RA-816,Aluno-816,11,Feminino,2022,2P,2P,Privada - Programa de Apadrinhamento,Topázio,8.929745454599999,10.0,9.25,9.7727272725,7.002,7.51,9.166666667,8.786666667,0,Cursando,8.512849483130905,8.5572,Topázio,Topázio,2,0
RA-1504,Aluno-1504,12,Feminino,2024,2P,2P,Pública,Agata,6.057060605999999,5.0,6.75,4.6136363634999995,7.5,5.63,5.833333333,6.94,-1,Cursando,,,,,0,0
RA-638,Aluno-638,11,Feminino,2021,2P,2P,Pública,Agata,6.7464878789,10.0,5.0,5.7272727275,8.502,7.51,8.125,5.936666667,0,Cursando,7.058532857142858,7.754866667,Ametista,Ametista,3,0
RA-1505,Aluno-1505,13,Masculino,2024,2P,2P,Pública,Agata,6.7199171717,5.0,3.75,7.5252525255,9.502,7.51,8.75,6.943333333,-1,Cursando,,,,,0,0
RA-643,Aluno-643,12,Masculino,2022,2P,2P,Pública,Agata,6.402239075100001,5.0,4.5,6.8660287085,9.002,7.51,8.125,5.826666667,-1,Cursando,6.763162264550265,7.389033333,Ágata,Ametista,2,0
RA-645,Aluno-645,12,Feminino,2022,2P,2P,Pública,Ametista,7.502239394,10.0,5.25,8.3863636365,7.418,7.51,7.708333333,7.556666667,0,Cursando,6.085650148148147,7.613033333,Ágata,Ametista,2,0
RA-1068,Aluno-1068,11,Masculino,2023,2R,2R,Pública,Topázio,9.0150030303,10.0,9.5,9.068181818,9.502,7.51,8.541666667,8.73,0,Cursando,,8.472533333,,Topázio,1,0
RA-798,Aluno-798,12,Masculino,2022,2R,2R,Pública,Quartzo,4.6743653679,5.0,4.75,3.5064935065,6.834,7.51,5.0,2.943333333,-1,Cursando,7.0492678609986505,7.018033333,Ametista,Ametista,2,0
RA-799,Aluno-799,11,Feminino,2022,2R,2R,Pública,Ametista,7.702648484900001,10.0,5.25,9.090909091,7.918,7.51,7.916666667,7.5,0,Cursando,7.676131896086369,8.061533333,Ametista,Topázio,2,0
RA-1506,Aluno-1506,11,Feminino,2024,2R,2R,Pública,Ametista,7.151855844200001,10.0,3.5,8.3874458875,8.002,7.51,6.458333333,7.886666667,0,Cursando,,,,,0,0
RA-802,Aluno-802,11,Masculino,2021,2R,2R,Pública,Ametista,7.8317974024999994,10.0,8.75,7.012987013,7.502,7.51,8.333333333,6.723333333,0,Cursando,7.830788433198381,8.126866667,Ametista,Topázio,3,0
RA-1507,Aluno-1507,12,Masculino,2024,2R,2R,Pública,Quartzo,5.046077056300001,5.0,5.0,4.448051948,6.918,7.51,4.583333333,3.776666667,-1,Cursando,,,,,0,0
RA-1071,Aluno-1071,12,Masculino,2023,2R,2R,Pública,Quartzo,4.8048623378,5.0,4.5,4.188311688500001,8.002,7.51,4.166666667,2.996666667,-1,Cursando,,6.414033333,,Agata,1,0
RA-1508,Aluno-1508,10,Feminino,2024,2R,2R,Pública,Topázio,8.1804207793,10.0,9.25,7.2294372295,7.502,7.51,7.5,8.166666667,0,Cursando,,,,,0,0
RA-1509,Aluno-1509,11,Masculino,2024,2R,2R,Pública,Ametista,7.560230303200001,10.0,7.5,6.5151515155,8.502,7.51,6.666666667,7.446666667,0,Cursando,,,,,0,0
RA-1510,Aluno-1510,11,Feminino,2024,2R,2R,Pública,Topázio,9.464745454400001,10.0,10.0,9.7727272725,10.002,7.51,9.583333333,9.003333333,0,Cursando,,,,,0,0
RA-785,Aluno-785,11,Feminino,2022,2U,2U,Pública,Topázio,9.1548666666,10.0,9.0,10.0,9.502,7.51,8.75,8.893333333,0,Cursando,7.6422905052790355,8.137866667,Ametista,Topázio,2,0
